ORDERNUMBER,QUANTITYORDERED,PRICE,SALES,ORDERDATE,STATUS,YEAR,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,CITY,STATE,POSTALCODE,COUNTRY,CONTACTFIRSTNAME,CONTACTLASTNAME,DEALSIZE
10338,28,82.58,2312.24,11/22/2004 0:00,Shipped,2004,Ships,80,S18_3029,Royale Belge,Charleroi,,B-6000,Belgium,Pascale,Cartrain,Small
10350,43,64.97,2793.71,12-02-04 0:00,Shipped,2004,Ships,80,S18_3029,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Small
10373,22,86.74,1908.28,1/31/2005 0:00,Shipped,2005,Ships,80,S18_3029,"Oulu Toy Supplies, Inc.",Oulu,,90110,Finland,Pirkko,Koskitalo,Small
10386,37,93.01,3441.37,03-01-05 0:00,Resolved,2005,Ships,80,S18_3029,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10398,28,72.26,2023.28,3/30/2005 0:00,Shipped,2005,Ships,80,S18_3029,Reims Collectables,Reims,,51100,France,Paul,Henriot,Small
10400,30,74.84,2245.2,04-01-05 0:00,Shipped,2005,Ships,80,S18_3029,The Sharp Gifts Warehouse,San Jose,CA,94217,USA,Sue,Frick,Small
10414,44,73.98,3255.12,05-06-05 0:00,On Hold,2005,Ships,80,S18_3029,Gifts4AllAges.com,Boston,MA,51003,USA,Juri,Yoshido,Medium
10103,25,100,2539.5,1/29/2003 0:00,Shipped,2003,Vintage Cars,80,S18_3136,Baane Mini Imports,Stavern,,4110,Norway,Jonas,Bergulfsen,Small
10111,43,100,4818.15,3/25/2003 0:00,Shipped,2003,Vintage Cars,80,S18_3136,Mini Wheels Co.,San Francisco,CA,,USA,Julie,Murphy,Medium
10126,30,97.39,2921.7,5/28/2003 0:00,Shipped,2003,Vintage Cars,80,S18_3136,"Corrida Auto Replicas, Ltd",Madrid,,28023,Spain,Mart�n,Sommer,Small
10139,20,90.06,1801.2,7/16/2003 0:00,Shipped,2003,Vintage Cars,80,S18_3136,Souveniers And Things Co.,Chatswood,NSW,2067,Australia,Adrian,Huxley,Small
10150,26,100,2804.36,9/19/2003 0:00,Shipped,2003,Vintage Cars,80,S18_3136,"Dragon Souveniers, Ltd.",Singapore,,79903,Singapore,Eric,Natividad,Small
10163,40,100,4900.8,10/20/2003 0:00,Shipped,2003,Vintage Cars,80,S18_3136,Classic Legends Inc.,NYC,NY,10022,USA,Maria,Hernandez,Medium
10173,31,89.01,2759.31,11-05-03 0:00,Shipped,2003,Vintage Cars,80,S18_3136,Rovelli Gifts,Bergamo,,24100,Italy,Giovanni,Rovelli,Small
10183,22,100,2488.2,11/13/2003 0:00,Shipped,2003,Vintage Cars,80,S18_3136,"Classic Gift Ideas, Inc",Philadelphia,PA,71270,USA,Francisca,Cervantes,Small
10193,23,100,2769.89,11/21/2003 0:00,Shipped,2003,Vintage Cars,80,S18_3136,"Australian Collectables, Ltd",Glen Waverly,Victoria,3150,Australia,Sean,Connery,Small
10206,30,100,3581.4,12-05-03 0:00,Shipped,2003,Vintage Cars,80,S18_3136,Canadian Gift Exchange Network,Vancouver,BC,V3F 2K1,Canada,Yoshi,Tannamuri,Medium
10215,49,100,5285.14,1/29/2004 0:00,Shipped,2004,Vintage Cars,80,S18_3136,West Coast Collectables Co.,Burbank,CA,94019,USA,Steve,Thompson,Medium
10228,31,100,3181.53,03-10-04 0:00,Shipped,2004,Vintage Cars,80,S18_3136,Cambridge Collectables Co.,Cambridge,MA,51247,USA,Kyung,Tseng,Medium
10244,29,100,3340.51,4/29/2004 0:00,Shipped,2004,Vintage Cars,80,S18_3136,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10257,37,84.82,3138.34,6/14/2004 0:00,Shipped,2004,Vintage Cars,80,S18_3136,The Sharp Gifts Warehouse,San Jose,CA,94217,USA,Sue,Frick,Medium
10270,38,100,4775.08,7/19/2004 0:00,Shipped,2004,Vintage Cars,80,S18_3136,Souveniers And Things Co.,Chatswood,NSW,2067,Australia,Adrian,Huxley,Medium
10280,29,100,3006.43,8/17/2004 0:00,Shipped,2004,Vintage Cars,80,S18_3136,Amica Models & Co.,Torino,,10100,Italy,Paolo,Accorti,Medium
10291,23,100,2866.26,09-08-04 0:00,Shipped,2004,Vintage Cars,80,S18_3136,Scandinavian Gift Ideas,Boras,,S-844 67,Sweden,Maria,Larsson,Small
10304,26,85.87,2232.62,10-11-04 0:00,Shipped,2004,Vintage Cars,80,S18_3136,Auto Assoc. & Cie.,Versailles,,78000,France,Daniel,Tonini,Small
10312,38,100,4457.02,10/21/2004 0:00,Shipped,2004,Vintage Cars,80,S18_3136,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10322,48,47.04,2257.92,11-04-04 0:00,Shipped,2004,Vintage Cars,80,S18_3136,Online Diecast Creations Co.,Nashua,NH,62005,USA,Valarie,Young,Small
10332,40,39.8,1592,11/17/2004 0:00,Shipped,2004,Vintage Cars,80,S18_3136,"AV Stores, Co.",Manchester,,EC2 5NT,UK,Victoria,Ashworth,Small
10347,45,100,4948.2,11/29/2004 0:00,Shipped,2004,Vintage Cars,80,S18_3136,"Australian Collectors, Co.",Melbourne,Victoria,3004,Australia,Peter,Ferguson,Medium
10357,44,100,5160.76,12-10-04 0:00,Shipped,2004,Vintage Cars,80,S18_3136,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10369,21,94.22,1978.62,1/20/2005 0:00,Shipped,2005,Vintage Cars,80,S18_3136,Collectables For Less Inc.,Brickhaven,MA,58339,USA,Allen,Nelson,Small
10381,35,100,4288.2,2/17/2005 0:00,Shipped,2005,Vintage Cars,80,S18_3136,Corporate Gift Ideas Co.,San Francisco,CA,,USA,Julie,Brown,Medium
10392,29,86.92,2520.68,03-10-05 0:00,Shipped,2005,Vintage Cars,80,S18_3136,Mini Auto Werke,Graz,,8010,Austria,Roland,Mendel,Small
10423,21,84.82,1781.22,5/30/2005 0:00,In Process,2005,Vintage Cars,80,S18_3136,Petit Auto,Bruxelles,,B-1180,Belgium,Catherine,Dewey,Small
10105,22,100,3065.04,02-11-03 0:00,Shipped,2003,Vintage Cars,80,S18_3140,Danish Wholesale Imports,Kobenhavn,,1734,Denmark,Jytte,Petersen,Medium
10117,26,100,3551.34,4/16/2003 0:00,Shipped,2003,Vintage Cars,80,S18_3140,"Dragon Souveniers, Ltd.",Singapore,,79903,Singapore,Eric,Natividad,Medium
10128,41,100,5544.02,06-06-03 0:00,Shipped,2003,Vintage Cars,80,S18_3140,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10142,47,100,6034.33,08-08-03 0:00,Shipped,2003,Vintage Cars,80,S18_3140,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10153,31,100,3641.57,9/28/2003 0:00,Shipped,2003,Vintage Cars,80,S18_3140,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10166,43,100,6930.74,10/21/2003 0:00,Shipped,2003,Vintage Cars,80,S18_3140,FunGiftIdeas.com,New Bedford,MA,50553,USA,Violeta,Benitez,Medium
10177,23,100,3675.63,11-07-03 0:00,Shipped,2003,Vintage Cars,80,S18_3140,CAF Imports,Madrid,,28023,Spain,Jesus,Fernandez,Medium
10185,28,100,3442.04,11/14/2003 0:00,Shipped,2003,Vintage Cars,80,S18_3140,Mini Creations Ltd.,New Bedford,MA,50553,USA,Wing C,Tam,Medium
10196,49,100,6893.81,11/26/2003 0:00,Shipped,2003,Vintage Cars,80,S18_3140,Super Scale Inc.,New Haven,CT,97823,USA,Leslie,Murphy,Medium
10208,24,100,2622.48,01-02-04 0:00,Shipped,2004,Vintage Cars,80,S18_3140,"Saveley & Henriot, Co.",Lyon,,69004,France,Mary,Saveley,Small
10221,33,100,4417.38,2/18/2004 0:00,Shipped,2004,Vintage Cars,80,S18_3140,Petit Auto,Bruxelles,,B-1180,Belgium,Catherine,Dewey,Medium
